,user,red_wine,white_wine,sparkling_wine,rosé_wine,content
807,librarycongress,0,0,1,0,"What's your drink of choice? 
No negroni sbagliato recipes to speak of in the Library's pre-prohibition mixology books, but there are other sparkling wine options like this one! Read up &amp; your Halloween party guests will surely give you ""stunning"" reviews. https://t.co/YCdp0Qcull https://t.co/oE1YdnDXLy"
808,martyegri,0,0,1,0,"@brielarson Uh, I make my own... I get good reviews from everyone who has tasted it... I have made several dif fruits...Not tech Champagne... Sparkling wine..."
809,CrystalCityWine,0,0,0,0,"While #VaWineMonth ends soon, new additions are still being added:

~ Vino dal Bosco Malvasia Bianca Amber Wine '21 #VinodalBosco

~ @ZephWines '19 Adeline

~ @midland.wine '18 #Sparkling #Rose Zero

#VaWine #CrystalCityWine #VaWineTogether #WhiteWine #OrangeWine #SparklingWine https://t.co/eA7wOvGqhv"
810,kaeyatweet,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as 'Death After Noon.' Delectable.
811,SecretHealthan1,0,0,1,0,@NottheRtHonGav1 Can you pop out and get sone bottles of sparkling wine for us over at health? Cheers
812,VintWinePort,0,0,2,0,"Sparkling Wine doesn’t have to be Champagne! This Messias Millesime Grand Cuvée Brut is a Portuguese sparkling wine that pairs perfectly with seafood dishes…

🥂https://t.co/5DywXdUeEq https://t.co/Z2i5kNU4XP"
813,glittrcrittr,0,0,1,0,"*SKIDS BACK IN AN HOUR LATER*

And Leicester is midway through the sparkling wine creation process, but they're at the point where they're losing 50% or more of their bottles to carbon dioxide detonations mid-fermentation."
814,WineEnthusiast,0,0,1,0,"Time for a debate! 🗣️

Does sparkling wine belong in a flute or universal wine glass?

See what the pros think 👉 https://t.co/KXJmdRIO1U
Shop both here 👉 https://t.co/Ret2AHNUCT https://t.co/oDITqA0Shh"
815,RanelleC,0,0,0,0,@TheTayMack When monte took you to f2 I popped the sparkling wine! Lol
816,jewishsf,0,0,1,0,"Asked for ballpark wine pairing ideas, @OracleParkSF  Evan Goldstein suggests a sweet sparkling wine for cotton candy or an acidic white for nachos.

That and more in @WallAlix's interview with the world's first ballpark sommelier:

https://t.co/KsRgMWhb7C"
817,majesticsot,0,0,0,0,"Champagne and Sparkling Wine!! 25 % off 🎉🎉

With the best offers, this is the time to stock up for all your celebrations!! 💯 https://t.co/1oj5DMYY78"
818,TheWineOG,0,0,1,0,Join us on Halloween for an Un-BOO-lievable Sparkling Wine Tasting as we play host to Mssr Baptiste Lava Brand Ambassador of ⁦@Gramona1881⁩ https://t.co/5A4KYsfnyR
819,majesticwine,0,0,0,0,"Nothing makes an occasion sparkle like a bottle of fizz. And now, you can pick up your favourites for less with our latest offer. Save at least 25% on ALL #Champagne and #sparklingwine priced up to £100 when you Mix Any Six until 7th November.

https://t.co/oy9iSHzVEn https://t.co/pMb3Xt7P9a"
820,norfolk_wine,0,0,0,0,"We love the festive season and our seasonal events are a great way to get together with friends.

You'll find bold reds, Port, sparkling wines and delicious cheeses feature prominently in our festive tastings. Discover festive events here: https://t.co/yzhAtaNxbm https://t.co/cr6Sh7SLhj"
821,cambridgecenter,0,0,1,0,"What is #petnat ?! Pet Nat, or Petillant Naturel, is a style of sparkling wine that predates champagne. Join instructor Marie-Louise Friedland on November 8 for a tasting and exploration of pet nat! 🥂🍷 

https://t.co/QvN45X1Cxz https://t.co/MJb5Rbxru2"
822,WineofGeorgia,0,0,1,0,"Finest and Most Natural Range of Georgian Wines from the Oldest Wine Origins in the World. Choose from Qvevri Red, White, Rose &amp; Sparkling Wine Selection. . #wine #winelover #business #georgia #london #uk https://t.co/8g73VeM5ty"
823,linkewire,0,0,1,0,"Sparkling Wine Market Demand, Overview, Size, Trend, andBacardi and Company Limited, Bronco Wine Co, Casella, Constellation Brands, Inc https://t.co/zoUixLS71p"
824,majesticlch,0,0,1,0,Sparkling Wine &amp; Champagne is on offer until the 7th November. Stock up on your favourite #majesticwine #majesticlichfield #champagnelovers https://t.co/akRPWbByyJ
825,chicagosymphony,0,0,1,0,"After the program, which was curated by CSO Mead Composer-in-Residence @jmontgomerymusc, audience members also had the chance to mingle with the musicians and composers, take photos and enjoy sparkling wine and treats in the rotunda at Symphony Center.

📷: @toddrphoto https://t.co/nerWhv3RGj"
826,UACORRA,0,0,1,0,"Headin off to the second night in #Oulu with the absolutely gorgeous mrs. Corra. Had a good hot sauna and a bottle of sparkling wine. Next up a dinner.

#LaplandHotels #Vacation https://t.co/MTLWKHgquq"
827,CalifWinesUK,0,0,0,0,"Congratulations to @WineEnthusiast 'Winemaker of the Year' Nicole Hitchcock of @JWinery! 🍾 One of California's top sparkling winemakers, she oversees six sustainably-farmed vineyards in Sonoma County.

#WineStarAwards #WomeninWine

https://t.co/qzNjq6TVJ2"""
828,magbean,0,0,0,0,"@FredDoughty2 She loves a certain kind of bottled water called Sparkling Ice Water, she likes a good muffin for breakfast, and a nice glass of wine at the close of the day. I’m going to make a couple of kinds of soup that we can consume easily, and we’ll go out to dinner a few times. Easy."
829,_anisha_a,0,0,1,0,Juice a blend up with red sparkling wine 🔥
830,BealeStBrewing,0,0,0,0,"🚀 Age Sippin' Took Flyght in Little Rock @flyghtblack Wine &amp; Beer Festival. Helluva Vibe 🍷🍷🍷
.
#wine #beer #littlerock #flyghtblack #somn #BealeStreet #Memphis #fyght #foodie #pinonoir #rosé #cabernet #sparkling #arkansas #winefestival https://t.co/aMFEFQQpCR"
831,majesticludlow,0,0,0,0,"We have our traditional Autumn Champagne and Sparkling event for the next two weeks with some big discounts. There is always wine, beer and spirits to sample on our tasting counter. See you soon! https://t.co/22IqmWYIZU"
832,handoo91,0,0,0,0,"On the tray was a bottle of herb wine, different kinds of vodka, pickled mushrooms, rye cakes made with buttermilk, honey in the comb, still mead and sparkling mead, apples, nuts (raw and roasted), and nut-and-honey sweets.9AZ"
833,Doddsie9,0,0,1,0,"@maradoddsy7 Aye, sparkling wine that was opened in 1996 and left till now with the top off"
834,LarsTorstenson,0,0,1,0,"Tasting #harvest2022 at @AstadGard Sweden. Vineyard planted 2011, sparkling wine, basically Solaris grape, 1st wine ever (vintage 2018) will be launched Q1-23 (36 months on the lees, dosage 5g/l ) Very pleased with the wine #winemakerslife #solaris #swedishwine https://t.co/GKbOVMbKEH"
835,majesticredhill,0,0,1,0,SAVE NOW 25% OFF CHAMPAGNE AND SPARKLING WINE #champagne #prosecco #cava #crémant #welovefizz #nothingbutsparklers#redhill https://t.co/2KHtA4SO4c
836,majesticnhm,0,0,1,0,Fizztastic offers this week at Majestic Wine! Save at least 25% on Champagne and sparkling wine under £100 when you mix any six or more! Offer ends 7th November 🍾 #champagne #sparklingwine #fizz https://t.co/eexeqtqDiq
837,Winehouseportu1,0,0,1,0,"An excellent bruto sparkling wine produced in the region of Bairrada by the Bical, Maria Gomes and Arinto grape varietieshttps://winehouseportugal.com/sparkling/7049-primavera-beira-atlantico-bruto-sparkling-white-wine-the-primavera-caves-were-founded-in-1944-by-the-brothers-vita https://t.co/nokY18rHYU"
838,BCWineTrends,0,0,0,0,More exciting sparkling wines from Township 7 - https://t.co/R1iNMlyOXl https://t.co/5NsUQjPVNZ
839,SimplasticSrl,0,0,1,0,"Sipa sees PET challenging glass in wine market

At its K 2022 booth, Sipa SpA showed off a large bottle of spumante, with the sparkling wine packaged in a curved PET container.

https://t.co/MEcaZihZkh"
840,CharlesRoseWine,0,0,0,0,"Fresh &amp; lively #sparkling #prosecco perfect for celebrating! #Wine from #Italy.

Buy online: https://t.co/KsCu9FRWV9 https://t.co/43lWScvXa1"
841,enolajon,0,0,0,0,@AndyBTravels @_DiningCar I was on the night train from Bucharest the other week. Got through many bottles of that sparkling wine…
842,FallenAngelBar,0,0,0,0,"This Thursday, 6 glasses of wine for £10!

A tasting with Greyfriars Vineyard. 

Our new local partners have been producing award winning sparkling wines for the past 10 years. We celebrate serving their quality products with a tasting event!

TICKETS: https://t.co/9hnfzP0xYf https://t.co/Gpv6tyklEN"
843,Drew_hen45,0,0,0,0,I drink sparkling water out a wine glass at home cause I always wanna feel like I’m at an Italian restaurant.
844,GlassOfBubbly,0,0,1,0,"Cooking with Red Sparkling Wine by @ChrisWalkey 
https://t.co/bIhQj5qjBF https://t.co/mCUNr5AUQZ"
845,rubybox_beauty,0,0,0,0,"Did you know @berninisa has launched NEW 500ml cans for their Real Sparkling Spritzer Made From Wine? 🤩🥂

They 500ml cans really are: 
✅ more convenient 
✅ better value 

#rubyboxberninican #WatchUsGlowUp #BerniniSA

#Repost @ashleighjosephus https://t.co/ulI68Pyauz"
846,DailyKaeya,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion wine and the bitterness disappears completely. This concoction is known as 'Death after Noon.' Delectable.
847,pumpkingyrll77,0,0,0,0,"@MustStopMS No, I just couldn’t no more cause of having spasms and I was not feeling it 😑. Now I don’t even want a drink but I do have sparkling grape 🍇 juice it’s not actually wine but it fulfilled the purpose. It comes in champagne bottle at BJ’s 4 in a pack."
848,majesticipswich,0,0,1,0,Our champagne offer starts today with up to 25% off champagne and sparkling wine.. grab yourself a pre Xmas treat or stock up ready for party season #champagne #Ipswich #Majestic #fizz #party #season @ Majestic Wine https://t.co/mYlMTIzwBB
849,minibar_ebooks,0,0,1,0,On Wednesdays we drink pink 🌸🥂Click link to shop our favorite sparkling wine.
850,RejectedDrinks,0,0,1,0,"Equal parts Irish cream and gin, top with sparkling wine, serve in a boot"
851,_cocktailbot,0,0,1,0,"Cocktail: Canned Eros. Recipe: 3 oz. gin, 1 oz. sparkling wine, 2 dashes lager, lemon verbena"
852,myriamjessier,0,0,1,0,"@NikkiPilkington ""Sherbet Punch is a fantastic, crowd pleasing cocktail that is perfect for brunches, showers or any gathering. Easy to drink, it combines sparkling wine, vodka, frozen fruit, and as its name suggests, sherbet or sorbet."""
853,FrancisHarrod1,0,0,0,0,"On the tray was a bottle of herb wine, different kinds of vodka, pickled mushrooms, rye cakes made with buttermilk, honey in the comb, still mead and sparkling mead, apples, nuts (raw and roasted), and nut-and-honey sweets."
854,THE_RED_KAI,0,0,1,0,@GomolemoSA_ You need to try dessert and sparkling wine they are made to be had together .  There were no nightclubs long ago when they invented these sweet things 😂
855,maduna_thandeka,0,0,1,0,"1️⃣ Woolies Ginger beer/ Sparkling wine 
2️⃣ The Woolworths flowers 
3️⃣ Muffins 🥰😋

#WooliesFaves https://t.co/nVvoxpKgI6 https://t.co/lfGBDBFKUv"
856,maduna_thandeka,0,0,1,0,"@WOOLWORTHS_SA 1️⃣ Woolies Ginger beer/ Sparkling wine 
2️⃣ The Woolworths flowers 
3️⃣ Muffins 🥰😋

#WooliesFaves https://t.co/6GP7NSQpVL"
857,maduna_thandeka,0,0,1,0,"@WOOLWORTHS_SA 1️⃣ Woolies Ginger beer/ Sparkling wine 
2️⃣ The Woolworths flowers 
3️⃣ Muffins 🥰😋

#WooliesFaves"
858,TheBuyer11,0,0,0,0,"12 most eclectic wines from @DirtyDozenTaste: a sparkling Portuguese, a white Corbières, a Nascetta/ Chardonnay blend from Alba, an orange wine from the Cyclades, a Shiraz from Western Australia and a Uco Valley blend vinified in clay plus many more. Click https://t.co/CVYMPHolRE https://t.co/XQJnLEtK8j"
859,TweetaDean,0,0,0,0,"12 most eclectic wines including: a sparkling Portuguese, a white Corbières, a Nascetta/ Chardonnay blend from Alba, an orange wine from the Cyclades, a Shiraz from Western Australia and a Uco Valley blend vinified in clay and many more. Click https://t.co/9iefy3xcDt https://t.co/bDF8Mg2nEY"
860,redbullsugrfree,0,1,0,0,"@mirubunnie vodka redbull &lt;3 if they have redbull sugarfree, otherwise vodka soda or if I wanna drink casually white wine with sparkling water"
861,HeidelbergDist,0,0,1,0,"Bubble, bubble 🫧 🍾 toil and trouble 😏 😈 

@unshackledwines NEW sparkling wine and sparkling rosé are the perfect way to but a little sparkle into your spooky celebrations! #spookyseason #halloween https://t.co/gHAoYXR3F7"
862,rehownet2,0,0,0,0,Suntory Holdings Limited New release of Japanese wine “SUNTORY FROM FARM Sparkling Koshu” in limited quant ities https://t.co/CcIQV4tLfc
863,Zar1na_Khan,0,0,0,0,"LADIES, which is your preferred choice of wine? Sorry, no Rosé or sparkling options"
864,RedFiddler,0,0,1,0,This Jansz sparkling wine was on special in Ainslie so to hell with the expense. Life is fleeting. And it is really good. Bless Tasmania's climate for giving us some of the world's best champagne (lower case c 😬) https://t.co/wfG0g4IDrP
865,hansen52sxgh,0,0,1,0,"Gold Champagne Stopper, Designed in France, Bottle Sealer for Cava, Prosecco, Sparkling Wine, Gold Plated, No Sharp Edge, Sim GEK2U2D

https://t.co/YLZKm5V5IR"
866,ArchibaldMcEnd,0,0,1,0,"Willamette Valley Vineyards opens Domaine Willamette ...
Sparkling wine and biodynamic #biodynamie agriculture are the focus at new Dundee Hills facility. https://t.co/5R218BvCWp"
867,majesticnewmkt,0,0,0,0,"For the next 2 weeks our #Champagne &amp; #Sparkling wines* will have 25% off**🍾

Parties🎉, weddings🥂,gifts🎁, Christmas🎅🏻or even to bring in the New Year

There will even be something to try🥂

#majesticwine #newmarket 

*on bottles up to £100
**with purchase of 6+bottles of wine https://t.co/CWjUiEbO2g"
868,handayeani,0,0,0,0,"On the tray was a bottle of herb wine, different kinds of vodka, pickled mushrooms, rye cakes made with buttermilk, honey in the comb, still mead and sparkling mead, apples, nuts (raw and roasted), and nut-and-honey sweets.9AZ"
869,sparkling_tash5,0,0,0,0,"3. _____ is a clear, colorless liquid that is the alcoholic component in beverages like beer, wine or brand."
870,crescentviewer1,0,0,1,0,the only way to convey how i feel (because how tf do you express such an intense feeling that i’ve bottled for years until seeing you smile popped the cork off that bottle and now i’m overflowing like one of those sparkling wine things that got shook too hard) because it does
871,RupertNZ07,0,0,0,0,@SandeChin @PennyTia2 @Pukeko65 @DomPost Yes of course :). I usually take no alch wine to be social. Otherwise it’s kombucha or sparkling water. It’s a wild life 😂
872,pennhawk,0,0,0,0,"I get more joy out of drinking sparkling grape juice and pretending it's fine wine than I do from drinking actual wine. 
Sparkling grape juice tastes better anyway."
873,Tp3__Reloaded,0,0,0,0,I’m Loving 🥰 This Sparkling ✨ Wine 🍷 Tho 😘
874,niyaahx,0,0,1,0,"Pan seared chicken breast that soaked in a Caesar marinade, garlic mashed potatoes, fresh salad, honey butter roll. Pared with a sparkling wine and a glass of lemon water 💦"
875,katmasley,0,0,1,0,"#Riccadonna #Spumanti Print, Vintage Art, Gallery Wall Prints, Vintage Bar Decor, Bar Art, Kitchen Decor, Vintage Sparkling Wine Ad Print https://t.co/ZcMqTHlbtB"
876,arianaareli,0,0,1,0,"I’m such a wine/ Rosé / sparkling wine / champagne girl now lol, I love it"
877,TaryntheR,1,0,0,0,@CandIIRey @corprteUnicorn Professional advice: Limit your intake to one glass of red wine with one dinner for the entire trip (of you have a large business dinner where everyone is ordering chicken/steak). Drink sparkling water or cranberry juice or tea any other meal.
